,image_id,storm_id,relative_time,ocean,wind_speed
6575,cti_044,cti,93600,1,81
6576,cti_045,cti,97200,1,84
6577,cti_046,cti,99000,1,85
6578,cti_047,cti,100801,1,86
6579,cti_048,cti,102600,1,88
6580,cti_049,cti,104400,1,89
6581,cti_050,cti,108000,1,92
6582,cti_051,cti,109801,1,94
6583,cti_052,cti,111600,1,96
6584,cti_053,cti,113400,1,98
6585,cti_054,cti,115201,1,100
6586,cti_055,cti,118799,1,105
6587,cti_056,cti,120599,1,107
6588,cti_057,cti,122399,1,109
6589,cti_058,cti,124199,1,111
6590,cti_059,cti,125998,1,113
6591,cti_060,cti,129599,1,116
6592,cti_061,cti,131399,1,117
6593,cti_062,cti,133199,1,118
6594,cti_063,cti,134999,1,118
6595,cti_064,cti,136799,1,119
6596,cti_065,cti,140399,1,121
6597,cti_066,cti,142199,1,122
6598,cti_067,cti,144000,1,123
6599,cti_068,cti,145799,1,123
6600,cti_069,cti,147599,1,124
6601,cti_070,cti,151199,1,125
6602,cti_071,cti,152999,1,124
6603,cti_072,cti,154798,1,124
6604,cti_073,cti,156599,1,123
6605,cti_074,cti,158399,1,123
6606,cti_075,cti,162000,1,122
6607,cti_076,cti,163801,1,122
6608,cti_077,cti,165601,1,121
6609,cti_078,cti,167400,1,121
6610,cti_079,cti,169200,1,120
6611,cti_080,cti,172801,1,119
6612,cti_081,cti,174600,1,118
6613,cti_082,cti,176401,1,117
6614,cti_083,cti,178200,1,117
6615,cti_084,cti,180002,1,116
6616,cti_085,cti,183600,1,114
6617,cti_086,cti,185400,1,113
6618,cti_087,cti,187201,1,112
6619,cti_088,cti,189000,1,112
6620,cti_089,cti,190801,1,111
6621,cti_090,cti,194400,1,109
6622,cti_091,cti,196202,1,107
6623,cti_092,cti,198000,1,106
6624,cti_093,cti,199800,1,105
6625,cti_094,cti,201600,1,104
6626,cti_095,cti,205199,1,101
6627,cti_096,cti,206999,1,100
6628,cti_097,cti,208799,1,99
6629,cti_098,cti,210599,1,97
6630,cti_099,cti,212399,1,96
6631,cti_100,cti,215998,1,94
6632,cti_101,cti,217800,1,93
6633,cti_102,cti,219599,1,92
6634,cti_103,cti,221399,1,92
6635,cti_104,cti,223199,1,91
6636,cti_105,cti,226799,1,89
6637,cti_106,cti,228599,1,88
6638,cti_107,cti,230398,1,87
6639,cti_108,cti,232199,1,87
6640,cti_109,cti,234000,1,86
6641,cti_110,cti,237599,1,85
6642,cti_111,cti,239399,1,85
6643,cti_112,cti,241199,1,85
6644,cti_113,cti,242999,1,85
6645,cti_114,cti,244798,1,85
6646,cti_115,cti,248401,1,85
6647,cti_116,cti,250200,1,85
6648,cti_117,cti,252000,1,85
6649,cti_118,cti,253801,1,85
6650,cti_119,cti,255600,1,85
6651,cti_120,cti,259200,1,85
6652,cti_121,cti,261000,1,85
6653,cti_122,cti,262801,1,85
6654,cti_123,cti,264600,1,85
6655,cti_124,cti,266400,1,85
6656,cti_125,cti,270000,1,85
6657,cti_126,cti,271801,1,85
6658,cti_127,cti,273600,1,85
6659,cti_128,cti,275400,1,85
6660,cti_129,cti,277201,1,85
6661,cti_130,cti,280801,1,85
6662,cti_131,cti,282600,1,84
6663,cti_132,cti,284400,1,84
6664,cti_133,cti,286201,1,83
6665,cti_134,cti,288000,1,83
6666,cti_135,cti,291600,1,82
6667,cti_136,cti,293399,1,82
6668,cti_137,cti,295199,1,81
6669,cti_138,cti,296998,1,81
6670,cti_139,cti,298799,1,80
6671,cti_140,cti,302399,1,80
6672,cti_141,cti,304200,1,80
6673,cti_142,cti,305999,1,80
6674,cti_143,cti,307799,1,80
6675,cti_144,cti,309599,1,80
6676,cti_145,cti,313199,1,80
6677,cti_146,cti,314999,1,80
6678,cti_147,cti,316799,1,80
6679,cti_148,cti,318599,1,80
6680,cti_149,cti,320401,1,80
6681,cti_150,cti,323999,1,81
6682,cti_151,cti,325798,1,82
6683,cti_152,cti,327599,1,83
6684,cti_153,cti,329399,1,83
6685,cti_154,cti,331199,1,84
6686,cti_155,cti,334801,1,86
6687,cti_156,cti,336600,1,87
6688,cti_157,cti,338402,1,88
6689,cti_158,cti,340200,1,88
6690,cti_159,cti,342001,1,89
6691,cti_160,cti,345600,1,91
6692,cti_161,cti,347401,1,92
6693,cti_162,cti,349200,1,93
6694,cti_163,cti,351000,1,93
6695,cti_164,cti,352801,1,94
6696,cti_165,cti,356402,1,96
6697,cti_166,cti,358202,1,97
6698,cti_167,cti,360001,1,98
6699,cti_168,cti,361801,1,98
6700,cti_169,cti,363600,1,99
6701,cti_170,cti,367201,1,101
6702,cti_171,cti,369000,1,103
6703,cti_172,cti,370801,1,104
6704,cti_173,cti,372600,1,105
6705,cti_174,cti,374400,1,106
6706,cti_175,cti,377999,1,109
6707,cti_176,cti,379799,1,110
6708,cti_177,cti,381599,1,111
6709,cti_178,cti,383399,1,113
6710,cti_179,cti,385199,1,114
6711,cti_180,cti,388799,1,114
6712,cti_181,cti,390601,1,113
6713,cti_182,cti,392399,1,112
6714,cti_183,cti,394200,1,112
6715,cti_184,cti,395999,1,111
6716,cti_185,cti,399599,1,109
6717,cti_186,cti,401398,1,108
6718,cti_187,cti,403199,1,107
6719,cti_188,cti,404999,1,107
6720,cti_189,cti,406799,1,106
6721,cti_190,cti,410399,1,105
6722,cti_191,cti,412199,1,105
6723,cti_192,cti,413999,1,105
6724,cti_193,cti,415798,1,105
6725,cti_194,cti,417599,1,105
6726,cti_195,cti,421200,1,105
6727,cti_196,cti,423000,1,105
6728,cti_197,cti,424801,1,105
6729,cti_198,cti,426600,1,105
6730,cti_199,cti,428401,1,105
6731,cti_200,cti,432000,1,104
6732,cti_201,cti,433801,1,103
6733,cti_202,cti,435600,1,102
6734,cti_203,cti,437400,1,102
6735,cti_204,cti,439200,1,101
6736,cti_205,cti,442801,1,99
6737,cti_206,cti,444600,1,98
6738,cti_207,cti,446400,1,97
6739,cti_208,cti,448200,1,97
6740,cti_209,cti,450000,1,96
6741,cti_210,cti,453600,1,94
6742,cti_211,cti,455400,1,93
6743,cti_212,cti,457201,1,92
6744,cti_213,cti,459000,1,92
6745,cti_214,cti,460800,1,91
6746,cti_215,cti,464399,1,89
6747,cti_216,cti,466199,1,88
6748,cti_217,cti,467999,1,87
6749,cti_218,cti,469799,1,87
6750,cti_219,cti,471599,1,86
6751,cti_220,cti,475199,1,83
6752,cti_221,cti,476998,1,81
6753,cti_222,cti,478799,1,79
6754,cti_223,cti,480601,1,77
6755,cti_224,cti,482399,1,75
6756,cti_225,cti,485999,1,70
6757,cti_226,cti,487799,1,68
6758,cti_227,cti,489599,1,66
6759,cti_228,cti,491398,1,64
6760,cti_229,cti,493199,1,62
6761,cti_230,cti,496799,1,60
6762,cti_231,cti,498601,1,59
6763,cti_232,cti,500400,1,59
6764,cti_233,cti,502199,1,58
6765,cti_234,cti,503999,1,58
6766,cti_235,cti,507600,1,57
6767,cti_236,cti,509401,1,57
6768,cti_237,cti,511200,1,56
6769,cti_238,cti,513000,1,56
6770,cti_239,cti,514801,1,55
6771,cti_240,cti,518401,1,54
6772,cti_241,cti,520200,1,53
6773,cti_242,cti,522000,1,52
6774,cti_243,cti,523799,1,52
6775,cti_244,cti,525599,1,51
6776,cti_245,cti,529200,1,49
6777,cti_246,cti,531000,1,48
6778,cti_247,cti,532803,1,47
6779,cti_248,cti,534600,1,47
6780,cti_249,cti,536400,1,46
6781,cti_250,cti,540000,1,45
6782,cti_251,cti,541801,1,45
6783,cti_252,cti,543600,1,45
6784,cti_253,cti,545400,1,45
6785,cti_254,cti,547201,1,45
6786,cti_255,cti,550799,1,45
6787,cti_256,cti,552598,1,45
6788,cti_257,cti,554400,1,45
6789,cti_258,cti,556199,1,42
6790,cti_259,cti,557999,1,40
6791,cti_260,cti,561599,1,40
6837,cva_016,cva,151199,2,40
6838,cva_017,cva,152999,2,40
6839,cva_018,cva,154800,2,40
6840,cva_019,cva,156600,2,40
6841,cva_020,cva,158399,2,40
6842,cva_021,cva,162000,2,40
6843,cva_022,cva,163800,2,40
6844,cva_023,cva,165600,2,40
6845,cva_024,cva,167401,2,40
6846,cva_025,cva,169200,2,40
6847,cva_026,cva,172801,2,40
6848,cva_027,cva,174600,2,41
6849,cva_028,cva,176400,2,41
6850,cva_029,cva,178200,2,41
6851,cva_030,cva,180000,2,42
6852,cva_031,cva,183600,2,43
6853,cva_032,cva,185400,2,43
6854,cva_033,cva,187200,2,44
6855,cva_034,cva,189000,2,44
6856,cva_035,cva,190799,2,44
6857,cva_036,cva,194399,2,45
6858,cva_037,cva,196199,2,45
6859,cva_038,cva,197998,2,45
6860,cva_039,cva,199799,2,45
6861,cva_040,cva,201599,2,45
6862,cva_041,cva,205199,2,45
6863,cva_042,cva,206999,2,45
6864,cva_043,cva,208799,2,45
6865,cva_044,cva,210599,2,45
6866,cva_045,cva,212399,2,45
6867,cva_046,cva,215999,2,45
6868,cva_047,cva,217799,2,45
6869,cva_048,cva,219599,2,45
6870,cva_049,cva,221399,2,45
6871,cva_050,cva,223198,2,45
6872,cva_051,cva,226799,2,45
6873,cva_052,cva,228599,2,45
6874,cva_053,cva,230399,2,45
6875,cva_054,cva,232199,2,45
6876,cva_055,cva,234000,2,45
6877,cva_056,cva,237600,2,45
6878,cva_057,cva,239400,2,45
6879,cva_058,cva,241199,2,45
6880,cva_059,cva,242999,2,45
6881,cva_060,cva,244800,2,45
6882,cva_061,cva,248400,2,45
6883,cva_062,cva,250200,2,45
6884,cva_063,cva,252001,2,45
6885,cva_064,cva,253800,2,45
6886,cva_065,cva,255600,2,45
6887,cva_066,cva,259200,2,45
6888,cva_067,cva,262800,2,45
6889,cva_068,cva,264600,2,45
6890,cva_069,cva,266400,2,45
6891,cva_070,cva,270002,2,45
6892,cva_071,cva,271801,2,45
6893,cva_072,cva,273600,2,45
6894,cva_073,cva,275400,2,45
6895,cva_074,cva,277199,2,45
6896,cva_075,cva,280799,2,45
6897,cva_076,cva,313199,2,45
6898,cva_077,cva,314999,2,45
6899,cva_078,cva,316799,2,45
6900,cva_079,cva,318599,2,45
6901,cva_080,cva,320400,2,45
6902,cva_081,cva,324001,2,45
6903,cva_082,cva,325800,2,45
6904,cva_083,cva,327600,2,45
6905,cva_084,cva,329399,2,45
6906,cva_085,cva,331199,2,45
6907,cva_086,cva,334800,2,45
6908,cva_087,cva,336600,2,45
6909,cva_088,cva,338400,2,45
6910,cva_089,cva,340200,2,45
6911,cva_090,cva,342000,2,45
6912,cva_091,cva,345600,2,45
6913,cva_092,cva,347400,2,46
6914,cva_093,cva,349200,2,46
6915,cva_094,cva,351001,2,46
6916,cva_095,cva,352800,2,47
6917,cva_096,cva,356400,2,48
6918,cva_097,cva,358200,2,48
6919,cva_098,cva,360000,2,49
6920,cva_099,cva,361800,2,49
6921,cva_100,cva,363599,2,49
6922,cva_101,cva,367199,2,50
6923,cva_102,cva,368999,2,51
6924,cva_103,cva,370799,2,51
6925,cva_104,cva,372599,2,51
6926,cva_105,cva,374399,2,52
6927,cva_106,cva,377999,2,53
6928,cva_107,cva,379799,2,53
6929,cva_108,cva,381599,2,54
6930,cva_109,cva,383399,2,54
6931,cva_110,cva,385199,2,54
6932,cva_111,cva,388799,2,55
6933,cva_112,cva,390599,2,55
6934,cva_113,cva,392399,2,55
6935,cva_114,cva,394199,2,55
6936,cva_115,cva,396000,2,55
6937,cva_116,cva,399599,2,55
6938,cva_117,cva,401398,2,55
6939,cva_118,cva,403199,2,55
6940,cva_119,cva,404999,2,55
6941,cva_120,cva,406800,2,55
6942,cva_121,cva,410400,2,55
6943,cva_122,cva,412200,2,55
6944,cva_123,cva,414000,2,55
6945,cva_124,cva,415800,2,55
6946,cva_125,cva,417600,2,55
6947,cva_126,cva,421199,2,55
6948,cva_127,cva,423000,2,55
6949,cva_128,cva,424800,2,55
6950,cva_129,cva,426600,2,55
6951,cva_130,cva,428400,2,55
6952,cva_131,cva,432000,2,55
6953,cva_132,cva,433800,2,55
6954,cva_133,cva,435600,2,55
6955,cva_134,cva,437400,2,55
6956,cva_135,cva,439200,2,55
6957,cva_136,cva,442802,2,55
6958,cva_137,cva,444601,2,55
6959,cva_138,cva,446400,2,55
6960,cva_139,cva,448200,2,55
6961,cva_140,cva,449999,2,55
6962,cva_141,cva,453599,2,55
6963,cva_142,cva,455398,2,56
6964,cva_143,cva,457199,2,57
6993,cxh_013,cxh,27000,1,50
6994,cxh_014,cxh,30601,1,50
6995,cxh_015,cxh,32400,1,50
6996,cxh_016,cxh,34200,1,50
6997,cxh_017,cxh,36000,1,50
6998,cxh_018,cxh,37801,1,50
6999,cxh_019,cxh,41404,1,50
7000,cxh_020,cxh,43202,1,50
7001,cxh_021,cxh,45003,1,50
7002,cxh_022,cxh,46802,1,50
7003,cxh_023,cxh,48602,1,50
7004,cxh_024,cxh,52202,1,50
7005,cxh_025,cxh,54002,1,51
7006,cxh_026,cxh,55802,1,51
7007,cxh_027,cxh,57602,1,52
7008,cxh_028,cxh,59402,1,52
7009,cxh_029,cxh,63003,1,53
7010,cxh_030,cxh,73802,1,55
7011,cxh_031,cxh,75602,1,55
7012,cxh_032,cxh,77402,1,55
7013,cxh_033,cxh,79202,1,55
7014,cxh_034,cxh,86400,1,55
7015,cxh_035,cxh,88200,1,55
7016,cxh_036,cxh,90000,1,55
7017,cxh_037,cxh,91800,1,55
7018,cxh_038,cxh,95400,1,55
7019,cxh_039,cxh,97201,1,55
7020,cxh_040,cxh,99000,1,55
7021,cxh_041,cxh,100801,1,55
7022,cxh_042,cxh,102600,1,55
7023,cxh_043,cxh,106200,1,55
7024,cxh_044,cxh,108000,1,55
7025,cxh_045,cxh,109800,1,55
7026,cxh_046,cxh,111600,1,55
7027,cxh_047,cxh,113400,1,55
7028,cxh_048,cxh,117000,1,55
7029,cxh_049,cxh,118801,1,55
7030,cxh_050,cxh,120600,1,55
7031,cxh_051,cxh,122400,1,55
7032,cxh_052,cxh,124200,1,55
7033,cxh_053,cxh,127800,1,55
7034,cxh_054,cxh,129601,1,55
7035,cxh_055,cxh,131400,1,55
7036,cxh_056,cxh,133201,1,55
7037,cxh_057,cxh,135001,1,55
7038,cxh_058,cxh,138600,1,55
7039,cxh_059,cxh,140400,1,55
7040,cxh_060,cxh,142200,1,55
7041,cxh_061,cxh,144000,1,55
7042,cxh_062,cxh,145800,1,55
7043,cxh_063,cxh,149400,1,55
7044,cxh_064,cxh,151200,1,55
7045,cxh_065,cxh,160202,1,55
7046,cxh_066,cxh,162002,1,56
7047,cxh_067,cxh,163802,1,56
7048,cxh_068,cxh,165602,1,57
7049,cxh_069,cxh,172800,1,58
7050,cxh_070,cxh,174600,1,59
7051,cxh_071,cxh,176400,1,59
7052,cxh_072,cxh,178201,1,60
7053,cxh_073,cxh,181801,1,60
7054,cxh_074,cxh,183601,1,60
7055,cxh_075,cxh,185401,1,60
7056,cxh_076,cxh,187201,1,60
7057,cxh_077,cxh,189001,1,60
7058,cxh_078,cxh,192600,1,60
7059,cxh_079,cxh,194401,1,60
7060,cxh_080,cxh,196201,1,60
7061,cxh_081,cxh,198000,1,60
7062,cxh_082,cxh,199800,1,60
7063,cxh_083,cxh,203400,1,60
7064,cxh_084,cxh,205200,1,60
7065,cxh_085,cxh,207001,1,60
7066,cxh_086,cxh,208800,1,60
7067,cxh_087,cxh,210602,1,60
7068,cxh_088,cxh,214201,1,60
7069,cxh_089,cxh,216001,1,60
7070,cxh_090,cxh,217800,1,60
7071,cxh_091,cxh,219601,1,60
7072,cxh_092,cxh,221401,1,60
7073,cxh_093,cxh,225001,1,60
7074,cxh_094,cxh,226800,1,61
7075,cxh_095,cxh,228600,1,61
7076,cxh_096,cxh,230401,1,62
7077,cxh_097,cxh,232200,1,62
7078,cxh_098,cxh,235800,1,63
7079,cxh_099,cxh,237600,1,63
7080,cxh_100,cxh,246603,1,66
7081,cxh_101,cxh,248402,1,67
7082,cxh_102,cxh,250202,1,68
7083,cxh_103,cxh,252002,1,68
7084,cxh_104,cxh,259200,1,72
7085,cxh_105,cxh,261000,1,73
7086,cxh_106,cxh,262800,1,73
7087,cxh_107,cxh,264601,1,74
7088,cxh_108,cxh,268201,1,75
7106,cym_005,cym,10798,1,25
7107,cym_006,cym,12599,1,25
7108,cym_007,cym,14399,1,25
7109,cym_008,cym,16198,1,25
7110,cym_009,cym,17999,1,25
7111,cym_010,cym,21599,1,25
7112,cym_011,cym,23399,1,26
7113,cym_012,cym,25198,1,26
7114,cym_013,cym,26998,1,27
7115,cym_014,cym,28798,1,27
7116,cym_015,cym,32399,1,28
7117,cym_016,cym,34199,1,28
7118,cym_017,cym,35998,1,29
7119,cym_018,cym,37799,1,29
7120,cym_019,cym,39598,1,30
7121,cym_020,cym,43199,1,31
7122,cym_021,cym,44999,1,32
7123,cym_022,cym,46798,1,33
7124,cym_023,cym,48599,1,33
7125,cym_024,cym,50399,1,34
7126,cym_025,cym,53999,1,36
7127,cym_026,cym,55798,1,37
7128,cym_027,cym,57598,1,38
7129,cym_028,cym,59398,1,38
7130,cym_029,cym,61198,1,39
7131,cym_030,cym,64799,1,40
7132,cym_031,cym,66599,1,40
7133,cym_032,cym,68399,1,40
7134,cym_033,cym,70198,1,40
7135,cym_034,cym,71998,1,40
7136,cym_035,cym,75598,1,40
7137,cym_036,cym,77399,1,40
7138,cym_037,cym,79200,1,40
7139,cym_038,cym,81000,1,40
7140,cym_039,cym,82801,1,40
7141,cym_040,cym,86400,1,40
7142,cym_041,cym,88200,1,41
7182,dce_035,dce,125999,2,40
7183,dce_036,dce,129599,2,45
7184,dce_037,dce,133199,2,45
7185,dce_038,dce,136799,2,45
7186,dce_039,dce,140399,2,45
7187,dce_040,dce,143999,2,45
7188,dce_041,dce,147599,2,45
7189,dce_042,dce,151199,2,45
7190,dce_043,dce,154799,2,45
7191,dce_044,dce,158398,2,45
7192,dce_045,dce,161998,2,45
7193,dce_046,dce,165598,2,45
7194,dce_047,dce,169199,2,45
7195,dce_048,dce,172799,2,45
7196,dce_049,dce,176399,2,45
7197,dce_050,dce,179999,2,45
7198,dce_051,dce,183599,2,45
7199,dce_052,dce,187198,2,45
7200,dce_053,dce,190798,2,45
7201,dce_054,dce,194398,2,45
7202,dce_055,dce,197998,2,45
7203,dce_056,dce,202798,2,45
7204,dce_057,dce,205198,2,45
7205,dce_058,dce,208798,2,45
7206,dce_059,dce,212398,2,45
7207,dce_060,dce,215998,2,45
7208,dce_061,dce,219598,2,45
7209,dce_062,dce,223198,2,45
7210,dce_063,dce,226798,2,45
7211,dce_064,dce,230398,2,45
7212,dce_065,dce,233998,2,45
7213,dce_066,dce,237598,2,45
7214,dce_067,dce,241198,2,45
7215,dce_068,dce,244798,2,45
7216,dce_069,dce,248398,2,45
7217,dce_070,dce,251998,2,45
7218,dce_071,dce,255598,2,45
7219,dce_072,dce,259198,2,45
7220,dce_073,dce,262798,2,45
7221,dce_074,dce,266398,2,45
7222,dce_075,dce,269998,2,45
7223,dce_076,dce,273598,2,45
7224,dce_077,dce,277198,2,45
7225,dce_078,dce,280798,2,45
7226,dce_079,dce,284398,2,45
7227,dce_080,dce,287998,2,45
7228,dce_081,dce,291598,2,45
7229,dce_082,dce,295198,2,45
7230,dce_083,dce,298798,2,45
7231,dce_084,dce,302398,2,45
7232,dce_085,dce,305998,2,45
7233,dce_086,dce,309598,2,45
7234,dce_087,dce,313198,2,45
7235,dce_088,dce,316798,2,45
7236,dce_089,dce,320398,2,45
7237,dce_090,dce,323997,2,50
7238,dce_091,dce,327597,2,50
7239,dce_092,dce,331197,2,50
7240,dce_093,dce,334797,2,50
7241,dce_094,dce,338397,2,50
7242,dce_095,dce,341998,2,50
7243,dce_096,dce,345598,2,55
7244,dce_097,dce,349198,2,55
7245,dce_098,dce,352798,2,55
7246,dce_099,dce,356398,2,55
7247,dce_100,dce,359998,2,55
7248,dce_101,dce,363598,2,55
7249,dce_102,dce,367198,2,60
7250,dce_103,dce,370798,2,60
7251,dce_104,dce,374398,2,60
7252,dce_105,dce,377997,2,60
7253,dce_106,dce,381597,2,60
7254,dce_107,dce,385197,2,60
7255,dce_108,dce,388797,2,70
7256,dce_109,dce,392397,2,70
7257,dce_110,dce,395997,2,70
7258,dce_111,dce,399597,2,70
7259,dce_112,dce,403197,2,70
7260,dce_113,dce,406797,2,70
7261,dce_114,dce,410397,2,75
7262,dce_115,dce,413997,2,75
7263,dce_116,dce,417597,2,75
7264,dce_117,dce,421197,2,75
7265,dce_118,dce,424797,2,75
7266,dce_119,dce,428397,2,75
7267,dce_120,dce,431997,2,75
7268,dce_121,dce,435597,2,75
7269,dce_122,dce,439197,2,75
7270,dce_123,dce,442797,2,75
7271,dce_124,dce,446397,2,75
7272,dce_125,dce,449997,2,75
7273,dce_126,dce,453597,2,75
7274,dce_127,dce,457197,2,75
7275,dce_128,dce,460797,2,75
7276,dce_129,dce,464397,2,75
7277,dce_130,dce,467997,2,75
7278,dce_131,dce,471597,2,75
7279,dce_132,dce,475197,2,75
7280,dce_133,dce,478797,2,75
7281,dce_134,dce,482397,2,75
7282,dce_135,dce,485997,2,75
7283,dce_136,dce,489597,2,75
7284,dce_137,dce,493197,2,75
7285,dce_138,dce,496797,2,80
7286,dce_139,dce,500397,2,80
7287,dce_140,dce,503997,2,80
7288,dce_141,dce,507597,2,80
7289,dce_142,dce,511197,2,80
7290,dce_143,dce,514797,2,80
7291,dce_144,dce,518397,2,90
7292,dce_145,dce,521997,2,90
7293,dce_146,dce,525597,2,90
7294,dce_147,dce,529197,2,90
7295,dce_148,dce,532797,2,90
7296,dce_149,dce,536397,2,90
7297,dce_150,dce,539997,2,95
7298,dce_151,dce,543597,2,95
7299,dce_152,dce,547197,2,95
7300,dce_153,dce,550797,2,95
7301,dce_154,dce,554397,2,95
7302,dce_155,dce,557997,2,95
7303,dce_156,dce,561597,2,100
7304,dce_157,dce,565197,2,100
7305,dce_158,dce,568797,2,100
7306,dce_159,dce,572397,2,100
7307,dce_160,dce,575997,2,100
7308,dce_161,dce,579597,2,100
7309,dce_162,dce,583197,2,115
7310,dce_163,dce,586797,2,115
7311,dce_164,dce,590397,2,115
7312,dce_165,dce,593997,2,115
7313,dce_166,dce,597597,2,115
7314,dce_167,dce,601197,2,115
7315,dce_168,dce,604797,2,120
7316,dce_169,dce,608397,2,120
7317,dce_170,dce,611997,2,120
7318,dce_171,dce,615597,2,120
7319,dce_172,dce,619197,2,120
7320,dce_173,dce,622797,2,120
7321,dce_174,dce,626397,2,125
7322,dce_175,dce,629997,2,125
7323,dce_176,dce,633597,2,125
7324,dce_177,dce,637197,2,125
7325,dce_178,dce,640797,2,125
7326,dce_179,dce,644397,2,125
7327,dce_180,dce,647997,2,130
7328,dce_181,dce,651597,2,130
7329,dce_182,dce,655197,2,130
7330,dce_183,dce,658797,2,130
7331,dce_184,dce,662397,2,130
7332,dce_185,dce,665997,2,130
7333,dce_186,dce,669597,2,135
7334,dce_187,dce,673197,2,135
7335,dce_188,dce,676797,2,135
7336,dce_189,dce,680397,2,135
7337,dce_190,dce,683997,2,135
7338,dce_191,dce,687597,2,135
7339,dce_192,dce,691197,2,145
7340,dce_193,dce,694797,2,145
7341,dce_194,dce,698397,2,145
7342,dce_195,dce,701997,2,145
7343,dce_196,dce,705597,2,145
7344,dce_197,dce,709197,2,145
7345,dce_198,dce,712797,2,155
7346,dce_199,dce,716397,2,155
7347,dce_200,dce,719997,2,155
7348,dce_201,dce,723597,2,155
7349,dce_202,dce,727197,2,155
7350,dce_203,dce,730797,2,155
7351,dce_204,dce,734397,2,160
7352,dce_205,dce,737997,2,160
7353,dce_206,dce,741597,2,160
7354,dce_207,dce,745197,2,160
7355,dce_208,dce,748797,2,160
7356,dce_209,dce,752397,2,160
7357,dce_210,dce,755997,2,155
7358,dce_211,dce,759597,2,155
7359,dce_212,dce,763197,2,155
7360,dce_213,dce,766797,2,155
7361,dce_214,dce,770397,2,155
7362,dce_215,dce,773996,2,155
7363,dce_216,dce,777596,2,145
7364,dce_217,dce,781196,2,145
7365,dce_218,dce,784796,2,145
7366,dce_219,dce,788396,2,145
7367,dce_220,dce,791996,2,145
7368,dce_221,dce,795596,2,145
7369,dce_222,dce,799196,2,135
7370,dce_223,dce,802796,2,135
7371,dce_224,dce,806396,2,135
7372,dce_225,dce,809996,2,135
7373,dce_226,dce,813596,2,135
7374,dce_227,dce,817196,2,135
7375,dce_228,dce,820796,2,125
7376,dce_229,dce,824396,2,125
7377,dce_230,dce,827996,2,125
7378,dce_231,dce,831596,2,125
7379,dce_232,dce,835196,2,125
7380,dce_233,dce,838796,2,125
7381,dce_234,dce,842396,2,115
7382,dce_235,dce,845996,2,115
7383,dce_236,dce,849596,2,115
7384,dce_237,dce,853197,2,115
7385,dce_238,dce,856797,2,115
7386,dce_239,dce,863995,2,105
7387,dce_240,dce,867595,2,105
7388,dce_241,dce,871195,2,105
7389,dce_242,dce,874795,2,105
7390,dce_243,dce,878395,2,105
7391,dce_244,dce,881995,2,105
7392,dce_245,dce,885595,2,100
7393,dce_246,dce,889195,2,100
7394,dce_247,dce,892795,2,100
7395,dce_248,dce,896395,2,100
7396,dce_249,dce,899995,2,100
7397,dce_250,dce,903595,2,100
7398,dce_251,dce,907195,2,95
7399,dce_252,dce,910795,2,95
7400,dce_253,dce,914395,2,95
7401,dce_254,dce,917995,2,95
7402,dce_255,dce,921595,2,95
7403,dce_256,dce,925195,2,95
7404,dce_257,dce,928795,2,90
7405,dce_258,dce,932395,2,90
7406,dce_259,dce,935995,2,90
7407,dce_260,dce,939595,2,90
7408,dce_261,dce,943195,2,90
7409,dce_262,dce,950393,2,90
7410,dce_263,dce,953993,2,90
7411,dce_264,dce,957593,2,90
7412,dce_265,dce,961193,2,90
7413,dce_266,dce,964793,2,90
7414,dce_267,dce,968393,2,90
7415,dce_268,dce,971993,2,90
7416,dce_269,dce,975593,2,90
7417,dce_270,dce,979193,2,90
7418,dce_271,dce,982793,2,90
7419,dce_272,dce,986393,2,90
7420,dce_273,dce,989993,2,90
7421,dce_274,dce,993593,2,95
7422,dce_275,dce,997193,2,95
7423,dce_276,dce,1000793,2,95
7424,dce_277,dce,1004393,2,95
7425,dce_278,dce,1007993,2,95
7426,dce_279,dce,1011593,2,95
7427,dce_280,dce,1015193,2,100
7428,dce_281,dce,1018793,2,100
7429,dce_282,dce,1022393,2,100
7430,dce_283,dce,1025993,2,100
7431,dce_284,dce,1029593,2,100
7432,dce_285,dce,1036790,2,100
7433,dce_286,dce,1040390,2,100
7434,dce_287,dce,1043990,2,100
7435,dce_288,dce,1047590,2,100
7436,dce_289,dce,1051190,2,100
7437,dce_290,dce,1054790,2,100
7438,dce_291,dce,1058390,2,100
7439,dce_292,dce,1061990,2,100
7440,dce_293,dce,1065590,2,100
7441,dce_294,dce,1069190,2,100
7442,dce_295,dce,1072790,2,100
7443,dce_296,dce,1076390,2,100
7444,dce_297,dce,1079990,2,95
7445,dce_298,dce,1083590,2,95
7446,dce_299,dce,1087190,2,95
7447,dce_300,dce,1090790,2,95
7448,dce_301,dce,1094390,2,95
7449,dce_302,dce,1097990,2,95
7450,dce_303,dce,1101590,2,90
7451,dce_304,dce,1105190,2,90
7452,dce_305,dce,1108790,2,90
7453,dce_306,dce,1112390,2,90
7454,dce_307,dce,1115990,2,90
7455,dce_308,dce,1123190,2,90
7492,dfh_002,dfh,3600,2,50
7493,dfh_003,dfh,5400,2,50
7494,dfh_004,dfh,9000,2,50
7495,dfh_005,dfh,10800,2,50
7496,dfh_006,dfh,12600,2,50
7497,dfh_007,dfh,14400,2,50
7498,dfh_008,dfh,16200,2,50
7528,dft_028,dft,59400,1,30
7529,dft_029,dft,61200,1,30
7530,dft_030,dft,64799,1,30
7531,dft_031,dft,66601,1,31
